age,gender,height_cm,current_weight,goal_weight,goal_type,activity_level,weeks_to_goal
29,Female,166,89.4,102.5,General Fitness,Sedentary,39.0
20,Male,186,100.5,106.8,Muscle Gain,Very Active,53.3
18,Female,164,49.1,56.4,Muscle Gain,Very Active,53.2
43,Female,169,75.7,69.6,Weight Loss,Moderate,20.3
44,Female,172,92.2,95.4,Muscle Gain,Very Active,28.2
35,Female,174,82.2,61.2,Weight Loss,Active,50.0
63,Male,170,57.9,48.8,Weight Loss,Very Active,21.8
62,Female,173,63.3,74.9,General Fitness,Very Active,48.8
59,Male,183,102.1,98.1,General Fitness,Active,17.4
16,Male,176,109.9,115.7,Muscle Gain,Very Active,45.9
67,Male,192,101.7,109.8,Muscle Gain,Active,99.0
24,Female,177,76.1,86.9,Muscle Gain,Very Active,87.5
53,Male,187,71.8,50.3,Weight Loss,Sedentary,56.7
15,Female,172,65.8,56.5,General Fitness,Very Active,27.1
48,Female,153,96.2,72.1,Weight Loss,Moderate,75.4
43,Female,174,69.1,56.0,Weight Loss,Very Active,34.6
51,Male,191,113.1,119.8,General Fitness,Moderate,27.0
18,Female,173,86.8,57.1,Weight Loss,Sedentary,71.0
26,Male,166,97.9,94.0,Weight Loss,Very Active,8.8
28,Male,194,93.3,84.1,Weight Loss,Moderate,24.7
60,Female,159,82.4,83.4,General Fitness,Active,4.5
43,Male,189,112.2,100.5,Weight Loss,Active,28.2
20,Male,163,87.9,83.5,General Fitness,Active,14.0
64,Female,166,58.5,55.9,General Fitness,Very Active,10.1
37,Female,164,94.7,77.4,Weight Loss,Active,35.5
43,Male,181,104.4,112.5,Muscle Gain,Moderate,90.3
49,Female,170,46.5,43.0,General Fitness,Very Active,13.6
30,Male,159,114.6,110.7,Weight Loss,Sedentary,10.5
50,Male,180,117.7,103.8,General Fitness,Active,54.4
25,Female,178,72.3,59.7,General Fitness,Very Active,47.4
51,Female,168,88.8,81.1,Weight Loss,Active,21.8
34,Male,174,62.5,65.6,Muscle Gain,Very Active,32.6
45,Male,155,56.3,51.2,Weight Loss,Sedentary,14.4
34,Male,176,99.5,92.4,Weight Loss,Very Active,15.2
32,Female,149,66.9,78.9,Muscle Gain,Active,89.8
18,Male,172,81.4,84.2,General Fitness,Sedentary,8.2
64,Female,151,64.6,71.3,General Fitness,Sedentary,31.5
47,Male,186,64.2,54.8,Weight Loss,Active,24.3
29,Female,153,67.1,71.4,Muscle Gain,Moderate,41.3
54,Female,174,45.4,39.3,General Fitness,Sedentary,26.6
57,Female,153,46.5,51.7,Muscle Gain,Very Active,52.1
17,Male,162,110.1,113.3,General Fitness,Moderate,10.2
60,Male,164,118.0,102.9,Weight Loss,Moderate,57.1
53,Female,155,98.5,71.1,Weight Loss,Active,90.4
67,Male,170,92.9,98.6,Muscle Gain,Very Active,72.0
48,Male,189,70.5,74.7,Muscle Gain,Sedentary,42.9
61,Female,173,58.0,71.9,General Fitness,Very Active,60.5
70,Male,174,95.5,103.0,General Fitness,Active,34.5
38,Male,185,62.2,75.9,General Fitness,Very Active,46.3
68,Male,165,94.9,85.9,General Fitness,Sedentary,41.0
56,Female,163,51.9,59.5,General Fitness,Sedentary,35.3
61,Male,158,91.9,90.8,General Fitness,Sedentary,4.9
45,Female,159,71.3,68.5,General Fitness,Active,11.7
23,Female,168,59.4,65.0,Muscle Gain,Moderate,49.6
65,Male,193,70.0,50.9,Weight Loss,Very Active,58.8
68,Male,195,118.3,132.1,General Fitness,Active,63.2
21,Male,162,103.9,110.0,Muscle Gain,Moderate,50.0
15,Female,149,73.7,70.9,General Fitness,Sedentary,7.9
54,Male,181,99.5,113.3,General Fitness,Active,57.5
30,Female,146,88.4,80.9,Weight Loss,Active,17.6
44,Male,170,81.2,80.1,General Fitness,Active,3.8
51,Male,157,100.7,110.6,General Fitness,Sedentary,43.2
19,Female,164,61.6,72.3,Muscle Gain,Very Active,97.6
35,Female,161,81.2,76.8,Weight Loss,Active,9.9
22,Female,170,79.1,59.9,Weight Loss,Moderate,45.2
43,Male,178,107.7,103.0,General Fitness,Very Active,17.7
58,Male,191,81.0,84.3,Muscle Gain,Moderate,36.9
65,Female,167,54.6,38.9,Weight Loss,Moderate,57.5
16,Male,185,70.1,57.9,Weight Loss,Moderate,26.1
29,Male,182,75.2,49.4,Weight Loss,Moderate,70.9
25,Male,158,70.7,76.6,General Fitness,Very Active,20.7
23,Male,170,108.4,117.0,Muscle Gain,Sedentary,73.2
55,Male,158,72.8,75.9,General Fitness,Active,10.9
19,Female,150,77.7,83.4,Muscle Gain,Active,55.0
35,Female,159,73.1,48.2,Weight Loss,Moderate,72.6
52,Female,150,91.4,103.9,General Fitness,Sedentary,54.2
61,Male,174,94.7,102.0,Muscle Gain,Moderate,86.7
22,Male,176,100.0,113.0,General Fitness,Very Active,46.1
40,Female,172,88.9,94.9,Muscle Gain,Sedentary,59.7
30,Male,156,109.6,119.9,Muscle Gain,Very Active,89.6
23,Female,145,93.1,90.1,Weight Loss,Active,6.4
17,Female,163,53.5,42.0,Weight Loss,Active,24.1
57,Female,171,77.8,70.4,General Fitness,Active,34.0
21,Male,157,60.1,65.1,General Fitness,Sedentary,14.8
53,Male,164,86.6,69.7,Weight Loss,Moderate,59.6
17,Male,172,107.0,93.5,General Fitness,Moderate,40.1
41,Female,177,71.0,53.5,Weight Loss,Sedentary,53.7
41,Female,147,99.6,79.7,Weight Loss,Active,49.7
63,Female,180,74.5,80.2,Muscle Gain,Very Active,60.0
15,Female,175,97.2,74.9,Weight Loss,Sedentary,52.9
58,Male,173,84.1,64.0,Weight Loss,Sedentary,77.4
18,Male,180,94.2,108.5,General Fitness,Moderate,48.2
37,Male,173,94.5,98.4,General Fitness,Active,14.2
43,Female,168,48.8,57.7,General Fitness,Very Active,33.1
34,Male,177,83.0,70.5,Weight Loss,Very Active,32.7
34,Female,160,95.9,100.4,Muscle Gain,Moderate,43.5
28,Male,192,115.6,114.4,General Fitness,Very Active,4.2
42,Male,176,104.3,110.9,Muscle Gain,Active,75.0
45,Female,160,46.0,49.8,General Fitness,Very Active,13.8
21,Female,155,91.2,93.7,General Fitness,Very Active,9.1
15,Female,151,52.9,42.6,General Fitness,Moderate,27.7
47,Female,147,81.6,72.4,General Fitness,Sedentary,35.0
30,Female,178,73.1,78.4,Muscle Gain,Very Active,49.5
25,Female,164,79.0,69.9,Weight Loss,Active,17.0
48,Male,193,106.9,112.6,Muscle Gain,Sedentary,58.9
64,Female,165,79.8,75.3,Weight Loss,Very Active,12.8
17,Male,163,69.6,40.8,Weight Loss,Moderate,79.8
20,Male,178,88.7,65.8,Weight Loss,Active,49.6
64,Female,177,93.5,90.2,Weight Loss,Moderate,10.9
46,Male,188,91.0,67.2,Weight Loss,Moderate,87.4
52,Female,180,66.0,62.3,General Fitness,Sedentary,14.1
40,Female,165,90.6,65.7,Weight Loss,Very Active,69.5
31,Female,179,74.9,68.4,General Fitness,Moderate,22.7
44,Male,159,74.5,78.2,Muscle Gain,Moderate,42.4
59,Male,164,79.7,66.4,Weight Loss,Sedentary,51.3
31,Female,174,96.2,71.9,Weight Loss,Sedentary,67.9
61,Male,175,110.1,96.9,Weight Loss,Moderate,46.5
29,Female,161,49.3,43.8,Weight Loss,Sedentary,16.7
22,Male,190,96.2,101.6,General Fitness,Sedentary,17.6
25,Male,175,96.4,89.2,General Fitness,Moderate,25.2
17,Female,177,64.9,67.9,Muscle Gain,Very Active,29.1
44,Female,151,61.3,36.2,Weight Loss,Very Active,65.6
19,Female,146,55.9,60.6,General Fitness,Moderate,15.3
45,Female,153,97.1,102.7,Muscle Gain,Active,52.3
53,Female,162,88.5,95.9,General Fitness,Very Active,23.8
69,Male,183,72.3,52.6,Weight Loss,Moderate,75.5
30,Female,151,83.9,70.3,Weight Loss,Moderate,38.6
67,Female,170,98.0,93.1,Weight Loss,Moderate,17.3
25,Female,172,86.7,71.5,Weight Loss,Moderate,42.6
37,Male,186,115.2,101.5,Weight Loss,Sedentary,41.1
20,Male,156,119.8,129.2,General Fitness,Sedentary,32.8
25,Female,165,57.4,61.0,Muscle Gain,Sedentary,33.2
32,Female,173,61.0,43.9,Weight Loss,Sedentary,46.7
50,Female,169,87.6,97.5,General Fitness,Active,42.7
44,Female,145,94.4,89.9,General Fitness,Sedentary,17.0
66,Male,184,55.3,50.4,Weight Loss,Very Active,14.9
35,Female,164,77.8,53.0,Weight Loss,Very Active,56.7
32,Female,146,54.4,48.9,Weight Loss,Sedentary,16.1
38,Female,155,57.6,72.4,General Fitness,Active,53.3
38,Male,170,113.9,87.2,Weight Loss,Moderate,69.2
39,Male,195,81.3,90.2,Muscle Gain,Moderate,87.6
62,Female,175,80.6,73.2,General Fitness,Sedentary,34.0
63,Female,172,83.2,76.0,Weight Loss,Active,20.2
27,Female,180,90.2,103.0,General Fitness,Moderate,42.5
68,Female,154,92.6,102.8,General Fitness,Moderate,49.3
31,Female,150,99.5,113.9,General Fitness,Sedentary,47.4
53,Male,179,83.6,79.7,Weight Loss,Very Active,9.2
50,Male,161,86.0,92.9,Muscle Gain,Active,74.9
22,Female,152,66.4,75.2,Muscle Gain,Moderate,75.7
38,Female,161,66.6,73.2,General Fitness,Moderate,22.4
57,Male,195,97.0,84.3,Weight Loss,Active,34.6
31,Male,163,85.9,60.2,Weight Loss,Moderate,77.0
40,Male,192,117.7,111.6,General Fitness,Very Active,22.8
54,Male,166,80.3,84.2,Muscle Gain,Sedentary,45.1
65,Male,162,98.4,86.9,General Fitness,Sedentary,57.9
23,Female,150,92.0,95.0,Muscle Gain,Sedentary,27.7
48,Male,174,98.3,92.0,General Fitness,Moderate,23.9
27,Female,158,49.0,56.5,Muscle Gain,Moderate,65.1
46,Female,174,97.2,101.6,General Fitness,Sedentary,16.3
19,Female,153,52.0,56.2,Muscle Gain,Very Active,35.2
41,Male,168,103.8,86.6,Weight Loss,Sedentary,54.9
27,Male,181,72.0,65.9,Weight Loss,Moderate,16.1
42,Female,177,55.4,41.6,General Fitness,Moderate,50.5
32,Female,145,91.0,96.5,Muscle Gain,Very Active,53.0
57,Male,166,118.5,115.5,General Fitness,Moderate,13.0
26,Female,169,93.8,100.9,Muscle Gain,Sedentary,67.0
69,Female,155,96.5,101.9,General Fitness,Active,26.8
47,Female,152,93.0,79.6,General Fitness,Very Active,42.5
17,Female,172,59.2,39.9,Weight Loss,Moderate,47.7
45,Male,160,109.7,118.1,Muscle Gain,Very Active,97.2
64,Female,169,83.4,86.7,General Fitness,Sedentary,12.6
25,Female,167,76.7,66.1,General Fitness,Sedentary,26.8
44,Female,155,51.4,57.4,Muscle Gain,Moderate,66.3
26,Male,194,75.8,86.0,General Fitness,Sedentary,31.3
65,Female,157,78.1,65.4,Weight Loss,Very Active,34.0
32,Female,150,49.0,41.3,General Fitness,Very Active,25.0
70,Female,172,50.7,53.9,General Fitness,Very Active,13.8
16,Male,155,90.3,77.5,Weight Loss,Moderate,34.0
51,Male,165,95.8,66.0,Weight Loss,Moderate,76.4
29,Male,165,107.0,108.6,General Fitness,Very Active,5.1
55,Male,183,69.9,55.4,Weight Loss,Moderate,45.0
24,Female,156,45.1,50.4,Muscle Gain,Active,47.2
69,Male,156,90.8,93.7,General Fitness,Very Active,12.5
42,Female,155,72.0,61.2,General Fitness,Sedentary,43.5
25,Female,165,64.4,69.0,Muscle Gain,Sedentary,35.9
20,Male,157,88.4,68.7,Weight Loss,Active,41.8
23,Female,172,93.2,89.3,General Fitness,Moderate,13.4
15,Male,183,63.8,54.3,Weight Loss,Very Active,22.1
15,Male,167,98.5,77.1,Weight Loss,Moderate,52.1
36,Female,158,76.6,47.1,Weight Loss,Very Active,72.4
70,Male,193,62.3,69.1,General Fitness,Sedentary,26.4
68,Male,182,94.8,69.2,Weight Loss,Very Active,61.2
15,Female,160,56.3,57.3,General Fitness,Active,3.3
16,Female,169,50.5,60.1,Muscle Gain,Sedentary,81.6
58,Female,179,60.8,36.5,Weight Loss,Sedentary,92.4
21,Female,166,85.1,87.4,General Fitness,Sedentary,6.6
68,Female,155,73.4,54.6,Weight Loss,Very Active,57.9
37,Female,145,62.5,59.0,Weight Loss,Sedentary,12.1
21,Female,157,51.7,64.4,General Fitness,Very Active,42.4
44,Male,183,96.3,103.3,Muscle Gain,Moderate,75.6
59,Female,164,72.3,79.0,General Fitness,Sedentary,28.4
17,Male,161,60.7,46.9,General Fitness,Active,37.6
29,Male,160,118.9,126.6,Muscle Gain,Sedentary,69.3
31,Male,177,107.2,89.8,Weight Loss,Sedentary,52.2
22,Male,189,83.1,95.3,General Fitness,Very Active,34.7
38,Male,176,117.4,93.7,Weight Loss,Moderate,65.2
17,Female,165,85.5,91.4,General Fitness,Moderate,20.5
46,Female,150,50.9,57.1,Muscle Gain,Very Active,64.5
16,Female,164,86.7,79.2,General Fitness,Moderate,25.9
17,Female,151,93.3,83.1,General Fitness,Very Active,27.1
27,Male,179,101.1,82.0,Weight Loss,Moderate,57.2
47,Female,157,60.0,45.3,Weight Loss,Sedentary,45.3
15,Male,186,73.2,45.8,Weight Loss,Moderate,73.2
61,Male,191,94.3,84.4,General Fitness,Moderate,42.6
59,Female,170,96.4,68.8,Weight Loss,Active,67.7
62,Male,189,112.3,91.0,Weight Loss,Very Active,61.5
61,Male,190,111.0,102.8,General Fitness,Active,41.4
45,Male,170,87.3,92.3,General Fitness,Sedentary,20.1
58,Female,161,92.8,101.1,Muscle Gain,Very Active,95.7
40,Male,192,113.9,106.3,Weight Loss,Very Active,20.3
55,Female,166,60.7,51.4,Weight Loss,Very Active,25.8
52,Female,177,56.5,37.0,Weight Loss,Active,47.6
44,Female,172,65.0,78.0,General Fitness,Sedentary,50.9
36,Male,181,98.3,86.1,General Fitness,Very Active,47.9
18,Female,173,80.9,83.3,General Fitness,Moderate,8.4
58,Female,157,62.4,65.8,Muscle Gain,Sedentary,39.1
39,Male,192,65.2,71.4,Muscle Gain,Moderate,58.7
58,Female,147,85.0,75.9,Weight Loss,Active,24.7
35,Male,167,65.3,69.6,General Fitness,Very Active,16.4
24,Male,171,93.6,97.5,Muscle Gain,Very Active,34.6
32,Male,185,86.7,75.8,Weight Loss,Moderate,31.5
60,Female,167,62.3,50.0,Weight Loss,Moderate,45.0
17,Female,147,67.6,51.9,Weight Loss,Moderate,41.4
34,Male,171,115.9,91.5,Weight Loss,Very Active,48.4
22,Female,155,50.9,63.5,Muscle Gain,Very Active,102.6
45,Male,155,109.8,115.3,General Fitness,Moderate,22.8
25,Female,154,94.8,77.2,Weight Loss,Moderate,47.9
38,Male,179,74.2,81.1,General Fitness,Sedentary,24.3
31,Male,178,79.0,91.4,General Fitness,Sedentary,38.6
41,Female,158,83.8,69.2,Weight Loss,Moderate,41.4
46,Male,181,110.8,102.6,Weight Loss,Moderate,26.1
24,Male,158,91.7,78.6,Weight Loss,Moderate,35.5
40,Female,151,70.2,79.7,General Fitness,Sedentary,36.5
36,Female,151,54.5,50.0,Weight Loss,Sedentary,15.7
26,Male,159,90.8,82.6,Weight Loss,Very Active,19.9
52,Male,195,110.6,108.6,General Fitness,Moderate,8.7
22,Female,145,91.8,95.9,General Fitness,Moderate,12.5
41,Male,157,111.3,84.1,Weight Loss,Moderate,85.7
56,Male,184,83.9,73.3,Weight Loss,Moderate,35.0
33,Female,180,62.8,39.9,Weight Loss,Active,54.4
18,Female,170,55.6,48.3,Weight Loss,Moderate,21.2
41,Male,191,91.0,63.7,Weight Loss,Moderate,88.8
38,Female,177,76.9,82.2,Muscle Gain,Very Active,55.8
54,Female,177,72.5,57.2,Weight Loss,Moderate,47.5
24,Male,180,89.0,76.9,General Fitness,Active,40.4
39,Female,170,74.9,71.6,Weight Loss,Active,7.8
39,Male,174,120.0,90.8,Weight Loss,Very Active,63.6
24,Female,174,77.0,73.3,General Fitness,Sedentary,11.3
48,Female,173,45.2,56.0,General Fitness,Sedentary,38.2
46,Male,161,78.9,80.5,General Fitness,Very Active,5.4
45,Male,173,58.8,63.0,General Fitness,Sedentary,15.4
53,Female,169,69.9,73.0,General Fitness,Very Active,13.4
18,Male,161,87.3,64.4,Weight Loss,Very Active,46.8
15,Male,178,58.1,64.0,General Fitness,Moderate,17.4
60,Female,156,46.8,43.5,Weight Loss,Moderate,11.7
38,Male,194,106.4,114.0,General Fitness,Very Active,24.1
70,Female,172,62.7,75.8,General Fitness,Moderate,61.7
18,Female,163,49.6,54.6,General Fitness,Moderate,15.2
64,Male,194,104.9,78.5,Weight Loss,Very Active,69.3
36,Female,176,87.2,62.4,Weight Loss,Active,60.1
32,Female,162,77.4,75.9,General Fitness,Sedentary,5.3
31,Female,168,87.1,75.5,Weight Loss,Moderate,30.6
21,Female,152,50.0,64.5,General Fitness,Sedentary,43.9
41,Male,182,113.3,122.8,General Fitness,Active,38.7
30,Male,177,108.7,94.6,Weight Loss,Sedentary,38.4
61,Male,167,97.3,75.6,Weight Loss,Very Active,65.9
24,Male,181,72.2,59.9,Weight Loss,Moderate,38.1
15,Female,166,91.8,86.6,General Fitness,Moderate,15.4
60,Female,154,98.3,111.3,General Fitness,Sedentary,58.5
53,Female,179,60.4,55.1,General Fitness,Active,19.6
44,Female,151,71.5,53.7,Weight Loss,Moderate,59.8
65,Female,156,49.4,56.4,General Fitness,Very Active,31.3
49,Male,158,107.6,116.5,Muscle Gain,Active,100.9
42,Male,183,111.2,123.9,General Fitness,Moderate,45.6
33,Female,162,63.1,70.5,Muscle Gain,Active,62.6
41,Male,155,99.9,114.4,General Fitness,Moderate,45.5
36,Male,159,119.2,128.3,General Fitness,Very Active,32.2
22,Female,154,91.2,65.5,Weight Loss,Sedentary,74.2
59,Male,170,111.4,113.3,General Fitness,Moderate,8.7
36,Male,194,71.4,72.8,General Fitness,Very Active,4.8
17,Male,163,100.9,85.8,Weight Loss,Very Active,31.2
18,Female,158,91.0,62.1,Weight Loss,Moderate,74.7
19,Male,189,81.9,92.0,General Fitness,Very Active,28.0
28,Male,189,100.4,84.1,Weight Loss,Sedentary,43.8
49,Male,158,113.9,120.7,General Fitness,Very Active,22.6
47,Female,170,65.7,74.7,Muscle Gain,Active,97.4
20,Female,178,96.2,92.9,General Fitness,Active,10.3
25,Female,178,83.8,70.5,Weight Loss,Sedentary,31.7
59,Female,179,99.5,84.4,Weight Loss,Moderate,55.8
17,Male,170,60.2,66.9,Muscle Gain,Moderate,58.5
20,Male,165,68.6,65.4,General Fitness,Very Active,10.0
48,Male,182,118.7,123.9,Muscle Gain,Very Active,59.1
49,Female,169,52.5,66.7,General Fitness,Very Active,59.5
47,Male,185,84.2,75.1,Weight Loss,Sedentary,27.5
55,Male,195,77.6,51.1,Weight Loss,Active,79.2
60,Female,175,57.0,71.2,General Fitness,Active,58.0
25,Male,190,77.4,91.3,General Fitness,Moderate,46.5
44,Male,157,74.1,76.6,General Fitness,Very Active,8.3
68,Male,176,79.7,80.8,General Fitness,Very Active,4.5
46,Female,159,56.4,45.4,General Fitness,Very Active,43.3
25,Male,170,99.0,88.9,Weight Loss,Very Active,23.4
25,Female,171,60.1,52.3,General Fitness,Active,21.1
20,Female,153,96.9,92.6,Weight Loss,Sedentary,13.2
59,Male,162,70.7,84.9,General Fitness,Sedentary,61.6
44,Female,162,91.1,82.8,Weight Loss,Moderate,26.7
23,Female,173,72.0,83.7,Muscle Gain,Sedentary,99.9
39,Female,168,78.4,57.6,Weight Loss,Active,51.7
37,Female,176,63.7,72.5,Muscle Gain,Active,84.1
36,Female,165,94.3,101.4,Muscle Gain,Sedentary,68.5
43,Female,152,61.5,48.7,Weight Loss,Sedentary,38.1
54,Female,167,96.8,75.2,Weight Loss,Moderate,64.8
24,Male,158,116.3,102.8,General Fitness,Active,45.2
46,Male,173,101.2,109.6,Muscle Gain,Active,93.6
65,Male,163,85.8,72.4,Weight Loss,Sedentary,51.8
67,Female,168,82.6,73.1,Weight Loss,Moderate,33.4
33,Male,155,102.9,95.2,Weight Loss,Active,19.2
33,Male,156,92.4,96.9,Muscle Gain,Moderate,39.1
38,Male,165,78.0,69.0,General Fitness,Sedentary,30.7
34,Male,181,55.5,37.6,Weight Loss,Active,45.9
66,Male,174,103.2,80.5,Weight Loss,Moderate,89.2
44,Female,172,75.1,77.3,General Fitness,Moderate,9.2
47,Male,160,119.6,121.2,General Fitness,Moderate,6.4
25,Female,178,97.3,95.6,General Fitness,Sedentary,5.6
34,Female,168,53.7,51.1,General Fitness,Very Active,9.9
19,Male,168,67.5,61.0,General Fitness,Moderate,20.4
60,Female,149,95.1,89.8,Weight Loss,Active,15.6
54,Male,162,112.7,124.8,General Fitness,Sedentary,53.2
32,Male,171,93.5,78.9,Weight Loss,Moderate,40.1
48,Female,175,87.3,75.0,Weight Loss,Active,31.9
19,Female,169,86.6,78.0,Weight Loss,Moderate,18.0
57,Female,176,97.8,81.2,Weight Loss,Moderate,58.3
35,Male,183,118.5,89.3,Weight Loss,Sedentary,90.9
70,Male,168,58.9,65.5,General Fitness,Very Active,30.5
53,Male,193,73.3,45.6,Weight Loss,Active,63.0
70,Female,153,99.3,106.5,Muscle Gain,Moderate,87.2
46,Female,151,85.8,74.2,Weight Loss,Sedentary,30.6
70,Male,159,72.8,68.5,Weight Loss,Very Active,14.3
26,Female,158,61.4,35.6,Weight Loss,Moderate,65.3
30,Male,184,76.8,88.1,General Fitness,Moderate,42.1
49,Male,164,99.6,81.7,Weight Loss,Active,43.6
37,Female,165,99.9,97.3,General Fitness,Active,8.6
34,Female,178,92.4,68.4,Weight Loss,Moderate,72.7
51,Female,157,53.0,43.5,Weight Loss,Very Active,25.5
59,Male,170,81.7,66.8,Weight Loss,Active,40.1
29,Female,176,87.2,80.7,Weight Loss,Very Active,12.1
44,Female,166,64.0,56.4,Weight Loss,Sedentary,24.5
17,Female,152,59.3,71.0,Muscle Gain,Very Active,95.9
22,Male,172,71.4,73.5,General Fitness,Sedentary,6.5
60,Male,174,101.2,90.4,General Fitness,Sedentary,48.6
20,Male,188,94.5,104.3,Muscle Gain,Sedentary,84.4
47,Female,160,65.9,42.6,Weight Loss,Very Active,62.7
20,Male,172,107.5,113.9,Muscle Gain,Very Active,50.2
32,Female,166,91.6,97.6,General Fitness,Active,21.5
29,Female,145,91.8,86.3,Weight Loss,Sedentary,16.3
24,Female,176,87.6,102.0,General Fitness,Moderate,50.2
39,Female,178,57.7,51.6,General Fitness,Moderate,21.2
16,Female,157,59.2,47.3,General Fitness,Very Active,34.2
17,Female,179,51.2,54.8,General Fitness,Active,11.3
67,Male,188,95.8,77.6,Weight Loss,Active,55.6
67,Male,184,57.2,46.5,General Fitness,Very Active,53.4
60,Female,166,93.2,90.5,General Fitness,Active,11.1
54,Female,169,68.5,77.1,Muscle Gain,Active,93.3
68,Male,177,109.9,103.4,Weight Loss,Very Active,21.0
15,Female,152,67.8,39.7,Weight Loss,Sedentary,72.8
28,Male,172,74.9,84.0,General Fitness,Very Active,34.2
29,Female,165,82.1,69.7,General Fitness,Moderate,43.6
32,Male,187,94.4,72.0,Weight Loss,Very Active,47.2
43,Male,155,85.2,56.1,Weight Loss,Sedentary,81.8
55,Male,176,84.2,55.5,Weight Loss,Active,68.6
70,Male,191,74.6,64.0,Weight Loss,Active,33.4
35,Female,167,87.6,63.3,Weight Loss,Moderate,79.0
45,Male,165,98.8,111.1,General Fitness,Moderate,54.6
51,Female,180,51.9,48.0,General Fitness,Very Active,16.8
19,Female,145,71.8,53.2,Weight Loss,Active,35.4
19,Male,174,115.6,123.0,Muscle Gain,Sedentary,69.0
21,Female,177,58.3,69.9,General Fitness,Sedentary,38.7
30,Female,176,100.0,110.4,General Fitness,Moderate,37.2
26,Male,176,115.5,121.2,Muscle Gain,Moderate,58.1
63,Male,165,81.4,72.4,General Fitness,Moderate,43.2
41,Female,146,53.2,46.2,General Fitness,Very Active,27.5
44,Male,159,81.6,75.0,General Fitness,Active,27.1
68,Male,155,67.3,82.2,General Fitness,Sedentary,69.5
43,Male,157,107.7,99.9,General Fitness,Sedentary,28.6
63,Female,159,54.0,46.0,General Fitness,Very Active,36.9
49,Female,173,92.6,78.5,General Fitness,Active,60.7
20,Female,177,53.8,56.2,General Fitness,Active,7.2
15,Female,147,55.7,64.4,Muscle Gain,Active,76.6
26,Male,182,118.4,104.7,Weight Loss,Sedentary,37.9
23,Male,179,98.1,70.7,Weight Loss,Moderate,64.7
43,Female,159,58.3,38.8,Weight Loss,Active,50.7
64,Male,157,102.6,109.5,Muscle Gain,Active,79.1
24,Male,164,72.7,82.5,Muscle Gain,Active,95.4
23,Female,166,83.9,90.3,Muscle Gain,Sedentary,57.7
68,Male,168,81.0,53.0,Weight Loss,Active,85.4
27,Female,153,72.1,76.3,General Fitness,Moderate,13.1
59,Male,180,65.4,36.8,Weight Loss,Active,76.3
65,Male,169,87.3,93.3,Muscle Gain,Moderate,69.9
21,Female,147,57.8,62.0,General Fitness,Moderate,14.5
24,Male,168,71.3,44.1,Weight Loss,Active,67.3
15,Male,172,67.8,63.5,General Fitness,Very Active,12.3
49,Male,172,78.9,69.0,General Fitness,Moderate,42.7
50,Male,195,114.9,122.5,Muscle Gain,Very Active,69.1
45,Female,171,76.4,70.0,General Fitness,Sedentary,22.8
46,Male,189,106.5,91.0,Weight Loss,Active,34.8
16,Male,175,68.4,73.9,Muscle Gain,Active,48.3
48,Female,178,64.9,56.4,Weight Loss,Very Active,21.8
55,Male,191,57.5,66.9,General Fitness,Moderate,40.0
20,Male,178,56.5,59.8,General Fitness,Moderate,11.1
40,Female,174,57.3,62.5,General Fitness,Sedentary,19.3
68,Female,179,68.6,61.8,Weight Loss,Active,18.2
